pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.177,mean,0.041,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"C. riparius, Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.153,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,D. modestus,field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.076,mean,0.039,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,D. modestus,field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.109,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,D. modestus,field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.132,mean,0.023,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,D. modestus,field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.226,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.162,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.081,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.186,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.368,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.26,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Tanypodinae, Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.291,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.186,mean,0.026,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.218,mean,0.007,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.14,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.33,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.368,mean,0.06,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.372,mean,0.022,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.248,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Ablabesmyia spp., Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.569,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.246,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.123,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.564,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.348,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.524,mean,0.025,,standard error, ,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Orthocladiinae, Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.548,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.0003 - 0.0007,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.143,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.0006 - 0.002,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.071,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.0004 - 0.0015,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.126,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.003 - 0.005,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.106,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.068 - 0.098,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.299,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 4",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.186 - 0.229,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.458,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, LA 40- impoundment Station 8",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.047 - 0.086,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,0.715,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 133",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,"Psectrocladius spp., Diptera",field,,,,,,,,ugg,0.093 - 0.117,range,,,,see Tremblay and Lucotte 1997,ng_mg_dm,1.093,mean,0,,standard error,1,,,"Table 2 in Tremblay et al 1998, Table 3 in Tremblay et al 1998, Laforge reservoir Station 134",55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,1642,201,LA 40- impoundment Station 4,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,2201,224,LA 40- impoundment Station 8,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,587,55,Laforge reservoir Station 133,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,620,92,Laforge reservoir Station 134,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,MeHg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,954,74,Lake 136,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,1642,488,LA 40- impoundment Station 4,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,2201,481,LA 40- impoundment Station 8,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,587,122,Laforge reservoir Station 133,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,620,175,Laforge reservoir Station 134,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JK6,Tremblay et al. 1998,THg,Hg,total emerging insects,field,,,,,,,,,,,,,,,,,,,,,2,954,127,Lake 136,55.06847,-66.39872,,,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.45,mean,0.39,,standard deviation,3,,,beck_control_June_2015,44.23714,-96.982,44.23714,-96.982,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.93,mean,0.62,,standard deviation,3,,,buffalo lake_control_June_2015,43.82198,-97.06,43.82198,-97.06,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.36,arithmetic mean,0.77,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,2.79,mean,0.8,,standard deviation,3,,,eriksrud_tile_June_2015,44.25252,-97.059,44.25252,-97.059,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.7,arithmetic mean,1.11,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.1,mean,0.33,,standard deviation,3,,,fods slough_surface_June_2015,43.92889,-97.094,43.92889,-97.094,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.36,arithmetic mean,0.77,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,4.29,mean,1.54,,standard deviation,3,,,gerdink_tile_June_2015,44.20381,-96.955,44.20381,-96.955,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.36,arithmetic mean,0.77,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,4.44,mean,1.52,,standard deviation,3,,,habeger_tile_June_2015,44.18249,-97.063,44.18249,-97.063,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.69,arithmetic mean,1.53,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,6.02,mean,1.8,,standard deviation,3,,,habeger_tile_June_2016,44.18249,-97.063,44.18249,-97.063,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.7,arithmetic mean,1.11,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.32,mean,0.4,,standard deviation,3,,,healy slough_surface_June_2015,43.64828,-97.21,43.64828,-97.21,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,2.91,arithmetic mean,4.24,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.99,mean,0.73,,standard deviation,3,,,healy slough_surface_June_2016,43.64828,-97.21,43.64828,-97.21,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.2,mean,0.38,,standard deviation,3,,,lake vermillion_control_June_2015,43.64135,-97.16,43.64135,-97.16,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.45,arithmetic mean,0.27,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.36,mean,0.43,,standard deviation,3,,,lake vermillion_control_June_2016,43.64135,-97.16,43.64135,-97.16,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.44,mean,0.41,,standard deviation,3,,,lost lake_control_June_2015,43.67722,-97.06,43.67722,-97.06,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.45,arithmetic mean,0.27,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.63,mean,0.45,,standard deviation,3,,,lost lake_control_June_2016,43.67722,-97.06,43.67722,-97.06,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.71,mean,0.55,,standard deviation,3,,,pettigrew_control_June_2015,44.0925,-96.849,44.0925,-96.849,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.45,arithmetic mean,0.27,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.4,mean,0.43,,standard deviation,3,,,pettigrew_control_June_2016,44.0925,-96.849,44.0925,-96.849,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.76,arithmetic mean,0.45,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.54,mean,0.43,,standard deviation,3,,,pittenger_control_June_2015,44.38588,-96.9646,44.38588,-96.9646,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,0.45,arithmetic mean,0.27,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.77,mean,0.53,,standard deviation,3,,,pittenger_control_June_2016,44.38588,-96.9646,44.38588,-96.9646,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.7,arithmetic mean,1.11,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.13,mean,0.33,,standard deviation,3,,,ramsey_surface_June_2015,44.1932,-96.96,44.1932,-96.96,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.7,arithmetic mean,1.11,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.07,mean,0.32,,standard deviation,3,,,schaefer_surface_June_2015,43.81266,-97.03,43.81266,-97.03,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.36,arithmetic mean,0.77,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,4.54,mean,1.56,,standard deviation,3,,,swartz_tile_June_2015,44.09452,-96.92,44.09452,-96.92,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.36,arithmetic mean,0.77,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,2.39,mean,0.77,,standard deviation,3,,,volker_tile_June_2015,43.63946,-97.0373,43.63946,-97.0373,,,,,,,,,,,,,,,,,,,
JSW111,Henry et al. 2019,Se,Se,total emerging insects,field,ugl,1.7,arithmetic mean,1.11,,standard deviation,3 season means and sd averaged by JSW using posteriors from fitted models with https://github.com/jswesner/henry_wetlands_2019,,,,,,,,ng_mg_dm,1.73,mean,0.55,,standard deviation,3,,,ziegler_surface_June_2015,44.31311,-96.9777,44.31311,-96.9777,,,,,,,,,,,,,,,,,,,
JK07,"Alberts, J. M., and Sullivan, S. M. P. (2016). Factors influencing aquatic-to-terrestrial contaminant transport to terrestrial arthropod consumers in a multiuse river system. Environmental pollution 213, 53–62.",Se,Se,Hydropsychidae,field,mgl,<0.02 mg/L,below detectable,below detectable,below detectable,below detectable,5,ugg,0.956,arithmetic mean,0.269,2.44,range,11,ug_g,2.637 ug/g,arithmetic mean,1.329 ug/g,,SD,11,12.2 +- 19.4 (mg/reach),102.42 +/- 42.13 (mg/reach),,39.80046,-83.01053,,, , , , , , , , , , , , , , , , , , , 
JK07,"Alberts, J. M., and Sullivan, S. M. P. (2016). Factors influencing aquatic-to-terrestrial contaminant transport to terrestrial arthropod consumers in a multiuse river system. Environmental pollution 213, 53–62.",Hg,Hg,Hydropsychidae,field,ngl,<0.02 mg/L*,below detectable,below detectable,below detectable,below detectable,5,ugg,0.073,arithmetic mean,0.016,0.209,range,11,ug_g,0.067 ug/g,arithmetic mean,0.014 ug/g,,SD,11,12.2 +- 19.4 (mg/reach),20.58 +/- 1.51 (mg/reach),mg/l detection limit for h2o must be a typo,39.80046,-83.01053,,, , , , , , , , , , , , , , , , , , , 
JK07,"Alberts, J. M., and Sullivan, S. M. P. (2016). Factors influencing aquatic-to-terrestrial contaminant transport to terrestrial arthropod consumers in a multiuse river system. Environmental pollution 213, 53–62.",Se,Se,Chironomidae,field,mgl,<0.02 mg/L,below detectable,below detectable,below detectable,below detectable,5,ugg,0.956,arithmetic mean,0.269,2.44,range,11,ug_g,2.997 ug/g,arithmetic mean,0.611 ug/g,,SD,11,70.9 +/- 35.9 (mg/reach),102.42 +/- 42.13 (mg/reach),,39.80046,-83.01053,,, , , , , , , , , , , , , , , , , , , 
JK07,"Alberts, J. M., and Sullivan, S. M. P. (2016). Factors influencing aquatic-to-terrestrial contaminant transport to terrestrial arthropod consumers in a multiuse river system. Environmental pollution 213, 53–62.",Hg,Hg,Chironomidae,field,ngl,<0.02 mg/L*,below detectable,below detectable,below detectable,below detectable,5,ugg,0.073,arithmetic mean,0.016,0.209,range,11,ug_g,0.072 ug/g,arithmetic mean,0.011 ug/g,,SD,11,70.9 +/- 35.9 (mg/reach),20.58 +/- 1.51 (mg/reach),mg/l detection limit for h2o must be a typo,39.80046,-83.01053,,, , , , , , , , , , , , , , , , , , , 
